Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk,Customer City,Customer Country,Customer Zipcode,Latitude,Longitude,Market,Order City,Order Country,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode,order_date,order_time,shipping_date,shipping_time,processing_time,shipment_status,order city latitude,order city longitude,distance,multiplier,approx_time,transit_time,effective_delivery_time
4,2,Late delivery,1,Mission Viejo,EE. UU.,92692.0,33.64875412,-117.6374283,Pacific Asia,Bokaro,India,South Asia,Jharkhand,PENDING,Under Armour Women's Ignite Slide,31.98999977,Second Class,2015-12-09,04:46:00,2015-12-13,04:46:00,4,Delayed,23.7871,85.9564,13157.82480620796,0.8,10526.2598,3,7
4,2,Late delivery,1,Mission Viejo,EE. UU.,92692.0,33.64875412,-117.6374283,Pacific Asia,Bokaro,India,South Asia,Jharkhand,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class,2015-12-09,04:46:00,2015-12-13,04:46:00,4,Delayed,23.7871,85.9564,13157.82480620796,0.8,10526.2598,3,7
5,2,Late delivery,1,Las Vegas,EE. UU.,89103.0,36.10035324,-115.2178802,Pacific Asia,Dewas,India,South Asia,Madhya Pradesh,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Second Class,2016-01-30,18:22:00,2016-02-04,18:22:00,5,Delayed,22.96,76.06,13341.691130134266,0.8,10673.3529,3,8
2,2,Shipping on time,0,Winter Park,EE. UU.,32792.0,28.60344505,-81.31519318,Pacific Asia,Raipur,India,South Asia,Rajastán,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class,2015-10-25,06:46:00,2015-10-27,06:46:00,2,On time,21.2444,81.6306,14177.964187329037,0.8,11342.3713,3,5
2,2,Shipping on time,0,Winter Park,EE. UU.,32792.0,28.60344505,-81.31519318,Pacific Asia,Raipur,India,South Asia,Rajastán,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class,2015-10-25,06:46:00,2015-10-27,06:46:00,2,On time,26.05,74.02,13391.738096613895,0.8,10713.3905,3,5
2,2,Shipping on time,0,Winter Park,EE. UU.,32792.0,28.60344505,-81.31519318,Pacific Asia,Raipur,India,South Asia,Rajastán,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class,2015-10-25,06:46:00,2015-10-27,06:46:00,2,On time,25.4226,86.8498,13875.945985527034,0.8,11100.7568,3,5
2,4,Advance shipping,0,Rowland Heights,EE. UU.,91748.0,34.00062561,-117.9077301,Pacific Asia,Nagpur,India,South Asia,Maharashtra,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-03-16,20:24:00,2016-03-18,20:24:00,2,On time,21.1497,79.0806,13624.302549888858,1.0,13624.3025,4,6
2,4,Advance shipping,0,Rowland Heights,EE. UU.,91748.0,34.00062561,-117.9077301,Pacific Asia,Nagpur,India,South Asia,Maharashtra,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-03-16,20:24:00,2016-03-18,20:24:00,2,On time,21.1497,79.0806,13624.302549888858,1.0,13624.3025,4,6
6,4,Late delivery,1,Fort Worth,EE. UU.,76106.0,32.8013916,-97.3302536,Pacific Asia,Naihati,India,South Asia,Bengala Occidental,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-03-16,20:03:00,2016-03-22,20:03:00,6,Delayed,22.89,88.42,13792.480926698358,1.0,13792.4809,4,10
3,4,Shipping canceled,0,Caguas,Puerto Rico,725.0,18.200737,-66.37055206,Pacific Asia,Faridabad,India,South Asia,Haryana,CANCELED,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-03-16,13:44:00,2016-03-19,13:44:00,3,On time,28.4211,77.3078,13525.01617621028,1.0,13525.0162,4,7
2,4,Advance shipping,0,Aurora,EE. UU.,60504.0,41.72254562,-88.27864075,Pacific Asia,Salem,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-03-16,13:23:00,2016-03-18,13:23:00,2,On time,11.65,78.15,13919.78436920863,1.0,13919.7844,4,6
6,2,Late delivery,1,Caguas,Puerto Rico,725.0,18.21663857,-66.37062836,Pacific Asia,Varanasi,India,South Asia,Uttar Pradesh,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,Second Class,2016-03-15,14:16:00,2016-03-21,14:16:00,6,Delayed,25.3189,83.0128,14149.192351518008,0.8,11319.3539,3,9
4,2,Late delivery,1,Caguas,Puerto Rico,725.0,18.2580719,-66.37055206,Pacific Asia,Gorakhpur,India,South Asia,Haryana,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,Second Class,2016-03-14,21:48:00,2016-03-18,21:48:00,4,Delayed,26.7637,83.4039,14040.36684851106,0.8,11232.2935,3,7
4,2,Late delivery,1,Caguas,Puerto Rico,725.0,18.2580719,-66.37055206,Pacific Asia,Gorakhpur,India,South Asia,Haryana,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,Second Class,2016-03-14,21:48:00,2016-03-18,21:48:00,4,Delayed,29.4467,75.6724,13328.85800329116,0.8,10663.0864,3,7
4,4,Shipping on time,0,Valrico,EE. UU.,33594.0,27.9327755,-82.22817993,Pacific Asia,Hyderabad,India,South Asia,Telangana,CLOSED,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-03-14,09:32:00,2016-03-18,09:32:00,4,Delayed,17.3617,78.4747,14566.776914237877,1.0,14566.7769,4,8
4,4,Shipping on time,0,Rancho Cordova,EE. UU.,95670.0,38.60139084,-121.2836609,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-03-14,02:32:00,2016-03-18,02:32:00,4,Delayed,11.0167,76.9556,14181.988278034252,1.0,14181.9883,4,8
6,4,Late delivery,1,Doylestown,EE. UU.,18901.0,40.31143951,-75.13288879,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-03-11,22:41:00,2016-03-17,22:41:00,6,Delayed,12.9789,77.5917,13455.363137720884,1.0,13455.3631,4,10
3,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.22846603,-66.37055969,Pacific Asia,Srinagar,India,South Asia,Jammu y Cachemira,ON_HOLD,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-03-10,07:06:00,2016-03-13,07:06:00,3,On time,34.09,74.79,12891.447082069466,1.0,12891.4471,3,6
3,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.22846603,-66.37055969,Pacific Asia,Srinagar,India,South Asia,Jammu y Cachemira,ON_HOLD,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-03-10,07:06:00,2016-03-13,07:06:00,3,On time,30.22,78.78,13462.479904154485,1.0,13462.4799,4,7
3,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.22846603,-66.37055969,Pacific Asia,Srinagar,India,South Asia,Jammu y Cachemira,ON_HOLD,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-03-10,07:06:00,2016-03-13,07:06:00,3,On time,26.783,84.3018,14093.681610903075,1.0,14093.6816,4,7
3,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.22846603,-66.37055969,Pacific Asia,Srinagar,India,South Asia,Jammu y Cachemira,ON_HOLD,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-03-10,07:06:00,2016-03-13,07:06:00,3,On time,25.9823,86.6662,14300.38430535019,1.0,14300.3843,4,7
2,1,Late delivery,1,Hanford,EE. UU.,93230.0,36.33087921,-119.6439438,Pacific Asia,Muzaffarpur,India,South Asia,Bihar,PENDING,Pelican Sunstream 100 Kayak,199.9900055,First Class,2016-03-09,19:53:00,2016-03-11,19:53:00,2,On time,26.1225,85.3906,12591.247917541376,0.5,6295.624,2,4
2,1,Late delivery,1,Bronx,EE. UU.,10463.0,40.84075546,-73.88039398,Pacific Asia,Muzaffarpur,India,South Asia,Bihar,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,First Class,2016-03-09,19:32:00,2016-03-11,19:32:00,2,On time,26.1225,85.3906,12267.61418879438,0.5,6133.8071,2,4
2,1,Late delivery,1,Caguas,Puerto Rico,725.0,18.22132492,-66.37056732,Pacific Asia,Udaipur,India,South Asia,Tripura,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,First Class,2016-03-09,17:05:00,2016-03-11,17:05:00,2,On time,24.58,73.68,13582.309042936497,0.5,6791.1545,2,4
2,1,Late delivery,1,Caguas,Puerto Rico,725.0,18.22132492,-66.37056732,Pacific Asia,Udaipur,India,South Asia,Tripura,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,First Class,2016-03-09,17:05:00,2016-03-11,17:05:00,2,On time,23.5389,91.4917,14786.696299951416,0.5,7393.3481,2,4
2,1,Late delivery,1,Caguas,Puerto Rico,725.0,18.22132492,-66.37056732,Pacific Asia,Udaipur,India,South Asia,Tripura,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,First Class,2016-03-09,17:05:00,2016-03-11,17:05:00,2,On time,27.7289,75.4716,13458.90982088847,0.5,6729.4549,2,4
5,4,Late delivery,1,Douglasville,EE. UU.,30135.0,33.71754074,-84.66046906,Pacific Asia,Kota,India,South Asia,Rajastán,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-03-09,12:31:00,2016-03-14,12:31:00,5,Delayed,25.18,75.83,13149.03373943689,1.0,13149.0337,4,9
5,4,Late delivery,1,Douglasville,EE. UU.,30135.0,33.71754074,-84.66046906,Pacific Asia,Kota,India,South Asia,Rajastán,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-03-09,12:31:00,2016-03-14,12:31:00,5,Delayed,14.0333,80.05,14463.715889190586,1.0,14463.7159,4,9
3,2,Late delivery,1,Hendersonville,EE. UU.,37075.0,36.29242706,-86.61682892,Pacific Asia,Jhansi,India,South Asia,Uttar Pradesh,CLOSED,Pelican Sunstream 100 Kayak,199.9900055,Second Class,2016-03-07,05:31:00,2016-03-10,05:31:00,3,On time,25.4486,78.5696,12976.08141187727,0.8,10380.8651,3,6
2,2,Shipping on time,0,Caguas,Puerto Rico,725.0,18.35910034,-66.07789612,Pacific Asia,Jhansi,India,South Asia,Uttar Pradesh,PENDING,Pelican Sunstream 100 Kayak,199.9900055,Second Class,2016-03-07,05:10:00,2016-03-09,05:10:00,2,On time,25.4486,78.5696,13822.416003198588,0.8,11057.9328,3,5
2,2,Shipping on time,0,Caguas,Puerto Rico,725.0,18.35910034,-66.07789612,Pacific Asia,Jhansi,India,South Asia,Uttar Pradesh,PENDING,Pelican Sunstream 100 Kayak,199.9900055,Second Class,2016-03-07,05:10:00,2016-03-09,05:10:00,2,On time,25.4486,78.5696,13822.416003198588,0.8,11057.9328,3,5
3,4,Advance shipping,0,Clearfield,EE. UU.,84015.0,41.09803391,-111.9948654,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-03-07,00:16:00,2016-03-10,00:16:00,3,On time,13.0825,80.275,13859.706700641971,1.0,13859.7067,4,7
4,2,Late delivery,1,Chicago,EE. UU.,60615.0,41.89574814,-87.7156601,Pacific Asia,Nagercoil,India,South Asia,Tamil Nadu,CLOSED,Pelican Sunstream 100 Kayak,199.9900055,Second Class,2016-03-06,22:52:00,2016-03-10,22:52:00,4,Delayed,8.175,77.4306,14245.560417957471,0.8,11396.4483,3,7
5,2,Late delivery,1,Caguas,Puerto Rico,725.0,18.24956894,-66.37059021,Pacific Asia,Nasik,India,South Asia,Maharashtra,CLOSED,Pelican Sunstream 100 Kayak,199.9900055,Second Class,2016-03-06,05:42:00,2016-03-11,05:42:00,5,Delayed,19.9975,73.7898,13935.085660214418,0.8,11148.0685,3,8
5,2,Late delivery,1,Caguas,Puerto Rico,725.0,18.24956894,-66.37059021,Pacific Asia,Nasik,India,South Asia,Maharashtra,CLOSED,Pelican Sunstream 100 Kayak,199.9900055,Second Class,2016-03-06,05:42:00,2016-03-11,05:42:00,5,Delayed,19.9975,73.7898,13935.085660214418,0.8,11148.0685,3,8
1,0,Late delivery,1,Baldwin Park,EE. UU.,91706.0,34.0946846,-117.9660568,Pacific Asia,Jaipur,India,South Asia,Rajastán,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Same Day,2016-03-05,20:35:00,2016-03-06,08:35:00,1,On time,26.9,75.8,13079.265430357877,0.0,0.0,1,2
1,0,Late delivery,1,Baldwin Park,EE. UU.,91706.0,34.0946846,-117.9660568,Pacific Asia,Jaipur,India,South Asia,Rajastán,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Same Day,2016-03-05,20:35:00,2016-03-06,08:35:00,1,On time,23.4313,86.1493,13129.16943622535,0.0,0.0,1,2
2,2,Shipping on time,0,Morristown,EE. UU.,7960.0,40.79858398,-74.4823761,Pacific Asia,Raipur,India,South Asia,Chhattisgarh,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Second Class,2016-03-04,19:22:00,2016-03-06,19:22:00,2,On time,21.2444,81.6306,12687.646112505192,0.8,10150.1169,3,5
2,2,Shipping on time,0,Morristown,EE. UU.,7960.0,40.79858398,-74.4823761,Pacific Asia,Raipur,India,South Asia,Chhattisgarh,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Second Class,2016-03-04,19:22:00,2016-03-06,19:22:00,2,On time,26.05,74.02,11901.754294008082,0.8,9521.4034,3,5
2,2,Shipping on time,0,Morristown,EE. UU.,7960.0,40.79858398,-74.4823761,Pacific Asia,Raipur,India,South Asia,Chhattisgarh,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Second Class,2016-03-04,19:22:00,2016-03-06,19:22:00,2,On time,25.4226,86.8498,12403.27525355548,0.8,9922.6202,3,5
6,4,Late delivery,1,Orange Park,EE. UU.,32073.0,27.80796433,-81.36630249,Pacific Asia,Jhansi,India,South Asia,Uttar Pradesh,PROCESSING,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-03-03,23:45:00,2016-03-09,23:45:00,6,Delayed,25.4486,78.5696,13715.952840905593,1.0,13715.9528,4,10
2,4,Advance shipping,0,Carson,EE. UU.,90745.0,33.83177567,-118.2174606,Pacific Asia,Bhatpara,India,South Asia,Bengala Occidental,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-03-03,22:21:00,2016-03-05,22:21:00,2,On time,22.87,88.41,13109.096165566649,1.0,13109.0962,4,6
0,0,Shipping on time,0,Caguas,Puerto Rico,725.0,18.26739311,-66.3706131,Pacific Asia,Amritsar,India,South Asia,Punyab,PENDING,Pelican Sunstream 100 Kayak,199.9900055,Same Day,2016-03-03,11:08:00,2016-03-03,23:08:00,0,On time,31.64,74.86,13095.25801721589,0.0,0.0,1,1
5,4,Late delivery,1,Richardson,EE. UU.,75080.0,32.97157669,-96.72790527,Pacific Asia,Mumbai,India,South Asia,Maharashtra,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-02-29,20:04:00,2016-03-05,20:04:00,5,Delayed,19.0761,72.8775,14123.178377692711,1.0,14123.1784,4,9
3,4,Advance shipping,0,San Benito,EE. UU.,78586.0,26.140728,-97.66805267,Pacific Asia,Kolhapur,India,South Asia,Maharashtra,PROCESSING,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-02-28,04:50:00,2016-03-02,04:50:00,3,On time,16.6917,74.2333,15172.511906349577,1.0,15172.5119,4,7
2,1,Late delivery,1,West Chester,EE. UU.,19382.0,39.96621323,-75.53662109,Pacific Asia,Raipur,India,South Asia,Uttarakhand,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,First Class,2016-02-27,07:49:00,2016-02-29,07:49:00,2,On time,21.2444,81.6306,12808.510143072142,0.5,6404.2551,2,4
2,1,Late delivery,1,West Chester,EE. UU.,19382.0,39.96621323,-75.53662109,Pacific Asia,Raipur,India,South Asia,Uttarakhand,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,First Class,2016-02-27,07:49:00,2016-02-29,07:49:00,2,On time,26.05,74.02,12026.001587009065,0.5,6013.0008,2,4
2,1,Late delivery,1,West Chester,EE. UU.,19382.0,39.96621323,-75.53662109,Pacific Asia,Raipur,India,South Asia,Uttarakhand,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,First Class,2016-02-27,07:49:00,2016-02-29,07:49:00,2,On time,25.4226,86.8498,12518.558582391164,0.5,6259.2793,2,4
4,4,Shipping on time,0,Campbell,EE. UU.,95008.0,38.31266785,-120.2777634,Pacific Asia,Malegaon,India,South Asia,Maharashtra,PENDING,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-02-26,04:08:00,2016-03-01,04:08:00,4,Delayed,20.55,74.55,13289.267863292102,1.0,13289.2679,4,8
2,1,Late delivery,1,Cerritos,EE. UU.,90703.0,33.86559296,-118.0953369,Pacific Asia,Malegaon,India,South Asia,Maharashtra,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,First Class,2016-02-26,03:47:00,2016-02-28,03:47:00,2,On time,20.55,74.55,13817.799274583494,0.5,6908.8996,2,4
2,1,Late delivery,1,Cerritos,EE. UU.,90703.0,33.86559296,-118.0953369,Pacific Asia,Malegaon,India,South Asia,Maharashtra,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,First Class,2016-02-26,03:47:00,2016-02-28,03:47:00,2,On time,20.55,74.55,13817.799274583494,0.5,6908.8996,2,4
2,2,Shipping on time,0,Colton,EE. UU.,92324.0,32.79872894,-116.9538727,Pacific Asia,Malegaon,India,South Asia,Maharashtra,CLOSED,Pelican Sunstream 100 Kayak,199.9900055,Second Class,2016-02-26,03:26:00,2016-02-28,03:26:00,2,On time,20.55,74.55,13958.316595707924,0.8,11166.6533,3,5
5,2,Late delivery,1,Carlsbad,EE. UU.,92009.0,33.13601303,-117.3376236,Pacific Asia,Malegaon,India,South Asia,Maharashtra,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,Second Class,2016-02-26,02:44:00,2016-03-02,02:44:00,5,Delayed,20.55,74.55,13913.512431122384,0.8,11130.8099,3,8
2,2,Shipping on time,0,Canovanas,Puerto Rico,729.0,18.3957901,-65.87288666,Pacific Asia,Thane,India,South Asia,Maharashtra,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,Second Class,2016-02-25,04:40:00,2016-02-27,04:40:00,2,On time,19.1972,72.9722,13879.033915364,0.8,11103.2271,3,5
6,2,Late delivery,1,Cincinnati,EE. UU.,45238.0,39.36782837,-84.38700104,Pacific Asia,Thane,India,South Asia,Maharashtra,CLOSED,Pelican Sunstream 100 Kayak,199.9900055,Second Class,2016-02-25,04:19:00,2016-03-02,04:19:00,6,Delayed,19.1972,72.9722,13090.696178864637,0.8,10472.5569,3,9
6,4,Late delivery,1,Cicero,EE. UU.,60804.0,41.86019898,-87.76747131,Pacific Asia,Pune,India,South Asia,Maharashtra,PENDING,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-02-24,02:02:00,2016-03-01,02:02:00,6,Delayed,18.5203,73.8567,13040.14132106407,1.0,13040.1413,4,10
3,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.22758293,-66.04355621,Pacific Asia,Jamshedpur,India,South Asia,Jharkhand,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-02-23,23:14:00,2016-02-26,23:14:00,3,On time,22.7925,86.1842,14545.89251782902,1.0,14545.8925,4,7
2,1,Late delivery,1,Clarksville,EE. UU.,37042.0,36.54824066,-87.37922669,Pacific Asia,Ludhiana,India,South Asia,Punyab,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,First Class,2016-02-23,12:43:00,2016-02-25,12:43:00,2,On time,30.91,75.85,12313.1298769249,0.5,6156.5649,2,4
2,1,Late delivery,1,Clarksville,EE. UU.,37042.0,36.54824066,-87.37922669,Pacific Asia,Ludhiana,India,South Asia,Punyab,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,First Class,2016-02-23,12:43:00,2016-02-25,12:43:00,2,On time,30.91,75.85,12313.1298769249,0.5,6156.5649,2,4
6,4,Late delivery,1,Caguas,Puerto Rico,725.0,18.26480103,-66.37057495,Pacific Asia,Gorakhpur,India,South Asia,Uttar Pradesh,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-02-23,01:31:00,2016-02-29,01:31:00,6,Delayed,26.7637,83.4039,14039.747001989852,1.0,14039.747,4,10
6,4,Late delivery,1,Caguas,Puerto Rico,725.0,18.26480103,-66.37057495,Pacific Asia,Gorakhpur,India,South Asia,Uttar Pradesh,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-02-23,01:31:00,2016-02-29,01:31:00,6,Delayed,29.4467,75.6724,13328.271032221282,1.0,13328.271,4,10
6,4,Late delivery,1,Caguas,Puerto Rico,725.0,18.26480103,-66.37057495,Pacific Asia,Gorakhpur,India,South Asia,Uttar Pradesh,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-02-23,01:31:00,2016-02-29,01:31:00,6,Delayed,26.7637,83.4039,14039.747001989852,1.0,14039.747,4,10
6,4,Late delivery,1,Caguas,Puerto Rico,725.0,18.26480103,-66.37057495,Pacific Asia,Gorakhpur,India,South Asia,Uttar Pradesh,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-02-23,01:31:00,2016-02-29,01:31:00,6,Delayed,29.4467,75.6724,13328.271032221282,1.0,13328.271,4,10
5,4,Late delivery,1,Chicago,EE. UU.,60630.0,41.73739243,-87.56648254,Pacific Asia,Agra,India,South Asia,Uttar Pradesh,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-02-22,12:54:00,2016-02-27,12:54:00,5,Delayed,27.18,78.02,12209.758540646995,1.0,12209.7585,3,8
2,4,Advance shipping,0,Gilroy,EE. UU.,95020.0,37.00850678,-121.5172653,Pacific Asia,Ratlam,India,South Asia,Madhya Pradesh,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-02-22,11:51:00,2016-02-24,11:51:00,2,On time,23.334,75.037,13084.619131715215,1.0,13084.6191,4,6
2,1,Late delivery,1,Lancaster,EE. UU.,29720.0,34.91044235,-80.80744171,Pacific Asia,Muzaffarpur,India,South Asia,Bihar,PROCESSING,Pelican Sunstream 100 Kayak,199.9900055,First Class,2016-02-21,20:47:00,2016-02-23,20:47:00,2,On time,26.1225,85.3906,13074.735435990142,0.5,6537.3677,2,4
4,4,Shipping on time,0,Indianapolis,EE. UU.,46227.0,39.64605331,-86.11961365,Pacific Asia,Jalna,India,South Asia,Maharashtra,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-02-21,19:02:00,2016-02-25,19:02:00,4,Delayed,19.8333,75.8833,13142.2163488553,1.0,13142.2163,4,8
0,0,Shipping on time,0,Caguas,Puerto Rico,725.0,18.26982689,-66.37055206,Pacific Asia,Mumbai,India,South Asia,Maharashtra,CLOSED,Pelican Sunstream 100 Kayak,199.9900055,Same Day,2016-02-21,07:49:00,2016-02-21,19:49:00,0,On time,19.0761,72.8775,13929.11877507412,0.0,0.0,1,1
4,2,Late delivery,1,Freeport,EE. UU.,11520.0,40.65486527,-73.58707428,Pacific Asia,Mumbai,India,South Asia,Maharashtra,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,Second Class,2016-02-21,01:31:00,2016-02-25,01:31:00,4,Delayed,19.0761,72.8775,12523.44137722372,0.8,10018.7531,3,7
6,4,Late delivery,1,South El Monte,EE. UU.,91733.0,34.0500412,-118.0595932,Pacific Asia,Mumbai,India,South Asia,Maharashtra,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-02-20,19:12:00,2016-02-26,19:12:00,6,Delayed,19.0761,72.8775,13995.192886985533,1.0,13995.1929,4,10
5,4,Late delivery,1,Caguas,Puerto Rico,725.0,18.23388481,-66.37060547,Pacific Asia,Mumbai,India,South Asia,Maharashtra,PROCESSING,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,2016-02-20,18:51:00,2016-02-25,18:51:00,5,Delayed,19.0761,72.8775,13931.740324726148,1.0,13931.7403,4,9
2,1,Late delivery,1,Brentwood,EE. UU.,11717.0,40.78068543,-73.24616242,Pacific Asia,Fatehpur,India,South Asia,Rajastán,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,First Class,2016-02-19,23:14:00,2016-02-21,23:14:00,2,On time,27.98,74.95,11695.553211140896,0.5,5847.7766,2,4
2,1,Late delivery,1,Brentwood,EE. UU.,11717.0,40.78068543,-73.24616242,Pacific Asia,Fatehpur,India,South Asia,Rajastán,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,First Class,2016-02-19,23:14:00,2016-02-21,23:14:00,2,On time,25.93,80.8,12127.839531455917,0.5,6063.9198,2,4
2,1,Late delivery,1,Brentwood,EE. UU.,11717.0,40.78068543,-73.24616242,Pacific Asia,Fatehpur,India,South Asia,Rajastán,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,First Class,2016-02-19,23:14:00,2016-02-21,23:14:00,2,On time,29.75,76.55,11578.264222185497,0.5,5789.1321,2,4
2,1,Late delivery,1,Brentwood,EE. UU.,11717.0,40.78068543,-73.24616242,Pacific Asia,Fatehpur,India,South Asia,Rajastán,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,First Class,2016-02-19,23:14:00,2016-02-21,23:14:00,2,On time,25.5089,85.1939,12314.893463883078,0.5,6157.4467,2,4
2,1,Late delivery,1,Brentwood,EE. UU.,11717.0,40.78068543,-73.24616242,Pacific Asia,Fatehpur,India,South Asia,Rajastán,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,First Class,2016-02-19,23:14:00,2016-02-21,23:14:00,2,On time,26.2813,87.1084,12287.088265598268,0.5,6143.5441,2,4
2,1,Late delivery,1,Brentwood,EE. UU.,11717.0,40.78068543,-73.24616242,Pacific Asia,Fatehpur,India,South Asia,Rajastán,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,First Class,2016-02-19,23:14:00,2016-02-21,23:14:00,2,On time,25.2463,87.038,12395.873044088332,0.5,6197.9365,2,4
2,1,Late delivery,1,Brentwood,EE. UU.,11717.0,40.78068543,-73.24616242,Pacific Asia,Fatehpur,India,South Asia,Rajastán,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,First Class,2016-02-19,23:14:00,2016-02-21,23:14:00,2,On time,24.6297,85.2249,12409.139166724104,0.5,6204.5696,2,4
2,1,Late delivery,1,Brentwood,EE. UU.,11717.0,40.78068543,-73.24616242,Pacific Asia,Fatehpur,India,South Asia,Rajastán,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,First Class,2016-02-19,23:14:00,2016-02-21,23:14:00,2,On time,25.3032,87.8623,12412.086087312378,0.5,6206.043,2,4
2,1,Late delivery,1,Caguas,Puerto Rico,725.0,18.29413223,-66.37060547,Pacific Asia,Dehra Dun,India,South Asia,Uttarakhand,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,First Class,2016-02-19,22:53:00,2016-02-21,22:53:00,2,On time,30.345,78.029,13399.846861810109,0.5,6699.9234,2,4
2,1,Late delivery,1,Caguas,Puerto Rico,725.0,18.29413223,-66.37060547,Pacific Asia,Dehra Dun,India,South Asia,Uttarakhand,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,First Class,2016-02-19,22:53:00,2016-02-21,22:53:00,2,On time,30.345,78.029,13399.846861810109,0.5,6699.9234,2,4
